fight_id,event_name,event_date,location,venue,fighter1,fighter2,winner,method,round,time,weight_class,title_fight,gender,num_rounds,fighter1_height,fighter1_weight,fighter1_reach,fighter1_stance,fighter1_age,fighter1_dob,fighter2_height,fighter2_weight,fighter2_reach,fighter2_stance,fighter2_age,fighter2_dob,fighter1_sig_strikes_pm,fighter1_sig_strikes_acc,fighter1_sig_strikes_abs_pm,fighter1_sig_strikes_def,fighter1_takedown_avg,fighter1_takedown_acc,fighter1_takedown_def,fighter1_sub_avg,fighter2_sig_strikes_pm,fighter2_sig_strikes_acc,fighter2_sig_strikes_abs_pm,fighter2_sig_strikes_def,fighter2_takedown_avg,fighter2_takedown_acc,fighter2_takedown_def,fighter2_sub_avg,fighter1_wins,fighter1_losses,fighter1_draws,fighter1_win_streak,fighter1_lose_streak,fighter1_ko_wins,fighter1_sub_wins,fighter1_dec_wins,fighter2_wins,fighter2_losses,fighter2_draws,fighter2_win_streak,fighter2_lose_streak,fighter2_ko_wins,fighter2_sub_wins,fighter2_dec_wins,fighter1_odds,fighter2_odds,favorite,underdog,betting_outcome,fighter1_rank,fighter2_rank,data_source,ppv_buys,attendance,bonus_type
ec7c1f38b42a,,2019-03-16,"London, England, United Kingdom",,Danny Henry,Dan Ige,Dan Ige,SUB,1.0,1:17,Featherweight,False,MALE,3,182.88,145.0,185.42,Orthodox,30,,170.18,145.0,180.34,Orthodox,27,,47.5,0.465,,,0.5,0.165,,1.5,38.6667,0.58,,,1.6667,0.497,,0.0,2,0,0,2,0,0,1,1,2,1,0,2,0,1,0,1,130.0,-140.0,,,,,,ufc_master,,,
9267a6bcf7f6,,2019-03-16,"London, England, United Kingdom",,Molly McCann,Priscila Cachoeira,Molly McCann,DEC,3.0,5:00,Women's Flyweight,False,FEMALE,3,162.56,125.0,157.48,Orthodox,28,,170.18,125.0,165.1,Orthodox,30,,10.0,0.3,,,0.0,0.0,,0.0,2.0,0.16,,,0.0,0.0,,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-175.0,155.0,,,,,,ufc_master,,,
ea0714017129,,2019-03-16,"London, England, United Kingdom",,Mike Grundy,Nad Narimani,Mike Grundy,KO/TKO,2.0,4:42,Featherweight,False,MALE,3,170.18,145.0,182.88,Orthodox,32,,172.72,145.0,177.8,Orthodox,31,,,,,,,,,,64.5,0.55,,,3.5,0.37,,0.0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,310.0,-340.0,,,,,,ufc_master,,,
9beb5499bd02,,2019-03-16,"London, England, United Kingdom",,Arnold Allen,Jordan Rinaldi,Arnold Allen,DEC,3.0,5:00,Featherweight,False,MALE,3,172.72,145.0,177.8,Southpaw,25,,177.8,145.0,182.88,Orthodox,31,,28.75,0.338,,,2.0,0.438,,0.75,12.75,0.435,,,1.25,0.258,,1.0,4,0,0,4,0,0,2,2,2,2,0,1,0,0,1,1,-150.0,130.0,,,,,,ufc_master,,,
82420cd89446,,2019-03-23,"Nashville, Tennessee, USA",,Stephen Thompson,Anthony Pettis,Anthony Pettis,KO/TKO,2.0,4:55,Welterweight,False,MALE,5,182.88,170.0,190.5,Orthodox,36,,177.8,170.0,182.88,Orthodox,32,,48.3846,0.452,,,0.3846,0.141,,0.0,35.5333,0.475,,,0.5333,0.144,,0.6667,9,4,0,0,1,5,0,4,8,7,0,0,1,2,4,2,-430.0,345.0,,,,,,ufc_master,,,
e827fcb3fb0c,,2019-03-23,"Nashville, Tennessee, USA",,Curtis Blaydes,Justin Willis,Curtis Blaydes,DEC,3.0,5:00,Heavyweight,False,MALE,3,193.04,265.0,203.2,Orthodox,28,,185.42,264.0,198.12,Southpaw,31,,38.25,0.493,,,4.125,0.584,,0.0,52.25,0.583,,,1.0,0.313,,0.0,5,3,0,0,1,2,0,2,4,0,0,4,0,1,0,3,-275.0,235.0,,,,,,ufc_master,,,
a7beaa7c5e73,,2019-03-23,"Nashville, Tennessee, USA",,John Makdessi,Jesus Pinedo,John Makdessi,DEC,3.0,5:00,Lightweight,False,MALE,3,172.72,155.0,172.72,Orthodox,33,,177.8,155.0,187.96,Southpaw,22,,61.3333,0.487,,,0.0,0.0,,0.0,60.0,0.42,,,5.0,1.0,,0.0,9,6,0,2,0,3,0,6,1,0,0,1,0,0,0,1,-300.0,250.0,,,,,,ufc_master,,,
d7cd10d03fed,,2019-03-23,"Nashville, Tennessee, USA",,Jussier Formiga,Deiveson Figueiredo,Jussier Formiga,DEC,3.0,5:00,Flyweight,False,MALE,3,165.1,125.0,170.18,Orthodox,33,,165.1,125.0,172.72,Orthodox,31,,15.25,0.378,,,1.4167,0.357,,0.5,26.3333,0.543,,,1.6667,0.583,,2.3333,8,4,0,3,0,0,3,5,3,0,0,3,0,2,0,1,150.0,-170.0,,,,,,ufc_master,,,
174171c6390a,,2019-03-23,"Nashville, Tennessee, USA",,Luis Pena,Steven Peterson,Luis Pena,DEC,3.0,5:00,Featherweight,False,MALE,3,190.5,155.0,190.5,Southpaw,25,,177.8,145.0,177.8,Orthodox,28,,15.5,0.305,,,1.0,0.555,,0.5,73.5,0.335,,,1.5,0.215,,0.5,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,-225.0,185.0,,,,,,ufc_master,,,
62903fd88ae6,,2019-03-23,"Nashville, Tennessee, USA",,Maycee Barber,JJ Aldrich,Maycee Barber,KO/TKO,2.0,3:01,Women's Flyweight,False,FEMALE,3,165.1,125.0,165.1,Switch,20,,165.1,125.0,170.18,Southpaw,26,,68.0,0.7,,,1.0,0.2,,0.0,55.75,0.405,,,0.25,0.05,,0.0,1,0,0,1,0,1,0,0,3,1,0,3,0,0,0,3,-275.0,235.0,,,,,,ufc_master,,,
0c7f647cddd8,,2019-03-23,"Nashville, Tennessee, USA",,Marlon Vera,Frankie Saenz,Marlon Vera,KO/TKO,1.0,1:25,Bantamweight,False,MALE,3,172.72,135.0,177.8,Switch,26,,167.64,135.0,167.64,Orthodox,38,,37.1,0.457,,,0.6,0.274,,1.0,58.25,0.465,,,1.75,0.264,,0.125,6,4,0,2,0,2,3,1,5,3,0,2,0,0,0,5,-170.0,150.0,,,,,,ufc_master,,,
4bc2d8e8aa0a,,2019-03-23,"Nashville, Tennessee, USA",,Alexis Davis,Jennifer Maia,Jennifer Maia,DEC,3.0,5:00,Women's Flyweight,False,FEMALE,3,167.64,125.0,172.72,Orthodox,34,,162.56,125.0,162.56,Orthodox,30,,38.6667,0.428,,,0.6667,0.313,,1.0,42.0,0.4,,,0.0,0.0,,0.0,6,3,0,0,1,0,1,5,0,1,0,0,1,0,0,0,-145.0,125.0,,,,,,ufc_master,,,
ad4b5db941bb,,2019-03-23,"Nashville, Tennessee, USA",,Randa Markos,Angela Hill,Randa Markos,SUB,1.0,4:24,Women's Strawweight,False,FEMALE,3,162.56,115.0,160.02,Orthodox,33,,160.02,115.0,162.56,Orthodox,34,,40.7,0.403,,,1.5,0.34,,0.2,78.0,0.504,,,0.375,0.313,,0.0,4,6,0,0,2,0,0,4,3,5,0,0,1,0,0,3,135.0,-155.0,,,,,,ufc_master,,,
4b6ddc657cad,,2019-03-23,"Nashville, Tennessee, USA",,Ryan MacDonald,Chris Gutierrez,Chris Gutierrez,DEC,3.0,5:00,Bantamweight,False,MALE,3,180.34,135.0,180.34,Switch,26,,175.26,135.0,175.26,Orthodox,27,,,,,,,,,,26.0,0.5,,,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,260.0,-320.0,,,,,,ufc_master,,,
1231b1cd3bdc,,2019-03-23,"Nashville, Tennessee, USA",,Eric Shelton,Jordan Espinosa,Jordan Espinosa,DEC,3.0,5:00,Flyweight,False,MALE,3,167.64,125.0,172.72,Orthodox,28,,167.64,125.0,180.34,Orthodox,29,,41.2,0.416,,,3.4,0.448,,0.2,,0.58,,,,,,,2,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,-130.0,110.0,,,,,,ufc_master,,,
2ce928f4d1d3,,2019-03-23,"Nashville, Tennessee, USA",,Bryce Mitchell,Bobby Moffett,Bryce Mitchell,DEC,3.0,5:00,Featherweight,False,MALE,3,177.8,145.0,177.8,Southpaw,24,,177.8,145.0,187.96,Orthodox,28,,38.0,0.55,,,3.0,0.3,,1.0,20.0,0.35,,,1.0,1.0,,1.0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,130.0,-150.0,,,,,,ufc_master,,,
a1ef7abf20dc,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Edson Barboza,Justin Gaethje,Justin Gaethje,KO/TKO,1.0,2:30,Lightweight,False,MALE,5,180.34,155.0,190.5,Orthodox,33,,180.34,155.0,177.8,Orthodox,30,,45.45,0.449,,,0.35,0.183,,0.05,87.0,0.525,,,0.0,0.0,,0.0,14,6,0,1,0,7,0,7,2,2,0,1,0,2,0,0,-120.0,100.0,,,,,,ufc_master,,,
1f989693f6cb,,2019-03-30,"Philadelphia, Pennsylvania, USA",,David Branch,Jack Hermansson,Jack Hermansson,SUB,1.0,0:49,Middleweight,False,MALE,3,185.42,185.0,198.12,Orthodox,37,,185.42,185.0,195.58,Orthodox,30,,17.0,0.415,,,1.75,0.348,,0.0,34.8571,0.544,,,1.0,0.523,,0.2857,4,4,0,0,1,1,0,3,5,2,0,2,0,3,1,1,130.0,-150.0,,,,,,ufc_master,,,
2bf3c6d76a82,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Josh Emmett,Michael Johnson,Josh Emmett,KO/TKO,3.0,4:14,Featherweight,False,MALE,3,167.64,145.0,177.8,Orthodox,34,,177.8,145.0,185.42,Southpaw,32,,46.1667,0.365,,,1.5,0.193,,0.1667,49.15,0.367,,,0.45,0.329,,0.05,4,2,0,0,1,1,0,3,11,9,0,2,0,4,0,7,130.0,-150.0,,,,,,ufc_master,,,
d357640c2e7e,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Karolina Kowalkiewicz,Michelle Waterson,Michelle Waterson,DEC,3.0,5:00,Women's Strawweight,False,FEMALE,3,160.02,115.0,162.56,Orthodox,33,,160.02,115.0,157.48,Orthodox,33,,75.625,0.368,,,0.125,0.063,,0.0,45.6667,0.662,,,1.6667,0.735,,1.0,5,3,0,0,1,0,0,5,4,2,0,2,0,0,2,2,-160.0,140.0,,,,,,ufc_master,,,
5c97f9680d15,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Kennedy Nzechukwu,Paul Craig,Paul Craig,SUB,3.0,4:20,Light Heavyweight,False,MALE,3,196.0,205.0,211.0,Southpaw,27,,190.5,205.0,193.04,Orthodox,31,,,,,,,,,,18.0,0.522,,,1.2,0.24,,0.8,0,0,0,0,0,0,0,0,2,3,0,0,1,0,2,0,-185.0,160.0,,,,,,ufc_master,,,
9e08a0e23f29,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Sodiq Yusuff,Sheymon Moraes,Sodiq Yusuff,DEC,3.0,5:00,Featherweight,False,MALE,3,175.26,145.0,180.34,Orthodox,25,,172.72,145.0,182.88,Orthodox,28,,23.0,0.53,,,0.0,0.0,,0.0,41.0,0.437,,,0.0,0.0,,0.0,1,0,0,1,0,1,0,0,2,1,0,2,0,0,0,2,-145.0,125.0,,,,,,ufc_master,,,
29c6c64f14fb,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Marina Rodriguez,Jessica Aguilar,Marina Rodriguez,DEC,3.0,5:00,Women's Strawweight,False,FEMALE,3,167.64,115.0,165.1,Orthodox,31,,160.02,115.0,160.02,Orthodox,36,,60.0,0.42,,,0.0,0.0,,0.0,66.0,0.573,,,1.0,0.2,,0.0,0,1,0,0,1,0,0,0,1,3,0,0,1,0,0,1,-350.0,290.0,,,,,,ufc_master,,,
1c7974b4917c,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Ross Pearson,Desmond Green,Desmond Green,KO/TKO,1.0,2:52,Lightweight,False,MALE,3,172.72,155.0,175.26,Orthodox,34,,177.8,155.0,185.42,Southpaw,29,,44.08,0.414,,,0.6,0.32,,0.0,48.2,0.426,,,1.0,0.3,,0.0,12,13,0,0,1,4,0,7,2,3,0,0,1,0,0,2,450.0,-600.0,,,,,,ufc_master,,,
a24ce50595bd,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Enrique Barzola,Kevin Aguilar,Kevin Aguilar,DEC,3.0,5:00,Featherweight,False,MALE,3,170.18,145.0,177.8,Switch,29,,170.18,145.0,185.42,Orthodox,30,,52.8333,0.453,,,6.1667,0.5,,0.3333,86.0,0.51,,,0.0,0.0,,0.0,5,1,0,4,0,0,0,5,1,0,0,1,0,0,0,1,-125.0,105.0,,,,,,ufc_master,,,
71dc6df17d24,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Kevin Holland,Gerald Meerschaert,Kevin Holland,DEC,3.0,5:00,Middleweight,False,MALE,3,190.5,185.0,205.74,Orthodox,26,,185.42,185.0,195.58,Southpaw,31,,77.0,0.605,,,2.5,0.415,,1.5,20.0,0.472,,,1.0,0.187,,0.6667,1,1,0,1,0,0,1,0,4,2,0,0,1,1,3,0,-225.0,185.0,,,,,,ufc_master,,,
983873b691f1,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Ray Borg,Casey Kenney,Casey Kenney,DEC,3.0,5:00,Bantamweight,False,MALE,3,162.56,135.0,160.02,Orthodox,25,,170.18,135.0,172.72,Southpaw,28,,18.625,0.513,,,2.75,0.546,,1.375,,0.41,,,,,,,5,3,0,0,1,0,2,3,0,0,0,0,0,0,0,0,-230.0,190.0,,,,,,ufc_master,,,
16ba8961ff78,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Sabina Mazo,Maryna Moroz,Maryna Moroz,DEC,3.0,5:00,Women's Flyweight,False,FEMALE,3,170.18,125.0,177.8,Orthodox,22,,170.18,125.0,170.18,Orthodox,27,,,,,,,,,,40.6,0.288,,,0.2,0.066,,0.4,0,0,0,0,0,0,0,0,3,2,0,0,1,0,1,2,-165.0,145.0,,,,,,ufc_master,,,
87d50014512f,,2019-03-30,"Philadelphia, Pennsylvania, USA",,Alex Perez,Mark De La Rosa,Alex Perez,DEC,3.0,5:00,Bantamweight,False,MALE,3,167.64,135.0,165.1,Orthodox,27,,167.64,135.0,165.1,Orthodox,24,,37.75,0.473,,,2.0,0.513,,0.75,31.0,0.483,,,0.6667,0.22,,0.3333,3,1,0,0,1,1,1,1,2,1,0,2,0,0,1,1,-365.0,328.0,,,,,,ufc_master,,,
0f56c65066ea,,2019-04-13,"Atlanta, Georgia, USA",,Kelvin Gastelum,Israel Adesanya,Israel Adesanya,DEC,5.0,5:00,Middleweight,True,MALE,5,175.26,185.0,180.34,Southpaw,27,,193.04,185.0,203.2,Switch,29,,45.5,0.458,,,0.6429,0.226,,0.1429,61.2,0.55,,,0.0,0.0,,0.2,10,4,0,2,0,3,2,5,5,0,0,5,0,2,0,3,150.0,-170.0,,,,,,ufc_master,,,
87e6d5ba10a4,,2019-04-13,"Atlanta, Georgia, USA",,Eryk Anders,Khalil Rountree Jr.,Khalil Rountree Jr.,DEC,3.0,5:00,Light Heavyweight,False,MALE,3,185.42,185.0,190.5,Southpaw,31,,185.42,205.0,193.04,Southpaw,29,,45.5,0.527,,,2.0,0.312,,0.1667,14.2857,0.497,,,0.0,0.0,,0.1429,3,3,0,0,2,2,0,1,3,4,0,0,1,3,0,0,-185.0,160.0,,,,,,ufc_master,,,
e4be3aa69647,,2019-04-13,"Atlanta, Georgia, USA",,Alan Jouban,Dwight Grant,Dwight Grant,DEC,3.0,5:00,Welterweight,False,MALE,3,182.88,170.0,185.42,Southpaw,37,,185.42,170.0,193.04,Switch,34,,42.8182,0.543,,,0.2727,0.127,,0.0,22.5,0.33,,,0.5,0.5,,0.0,7,4,0,1,0,4,0,3,1,1,0,1,0,1,0,0,110.0,-130.0,,,,,,ufc_master,,,
0ad48e4a1b82,,2019-04-13,"Atlanta, Georgia, USA",,Ovince Saint Preux,Nikita Krylov,Nikita Krylov,SUB,2.0,2:30,Light Heavyweight,False,MALE,3,190.5,205.0,203.2,Southpaw,36,,190.5,205.0,195.58,Orthodox,27,,24.5556,0.461,,,0.5556,0.237,,0.2778,27.1,0.56,,,0.2,0.15,,0.6,11,7,0,0,1,5,4,2,6,4,0,0,2,3,3,0,115.0,-135.0,,,,,,ufc_master,,,
219de30aa415,,2019-04-13,"Atlanta, Georgia, USA",,Jalin Turner,Matt Frevola,Matt Frevola,DEC,3.0,5:00,Lightweight,False,MALE,3,190.5,155.0,195.58,Southpaw,23,,175.26,155.0,180.34,Orthodox,28,,20.0,0.525,,,0.0,0.0,,0.0,37.5,0.335,,,1.0,0.165,,0.5,1,1,0,1,0,1,0,0,0,2,0,0,2,0,0,0,-165.0,145.0,,,,,,ufc_master,,,
c893add4b4fb,,2019-04-13,"Atlanta, Georgia, USA",,Max Holloway,Dustin Poirier,Dustin Poirier,DEC,5.0,5:00,Lightweight,True,MALE,5,180.34,155.0,175.26,Orthodox,27,,175.26,155.0,182.88,Southpaw,30,,85.6316,0.44,,,0.2632,0.211,,0.3684,52.381,0.499,,,1.1429,0.254,,0.619,16,3,0,13,0,8,2,5,16,5,0,3,0,8,3,5,-220.0,180.0,,,,,,ufc_master,,,
ab0e18e3a881,,2019-04-13,"Atlanta, Georgia, USA",,Max Griffin,Zelim Imadaev,Max Griffin,DEC,3.0,5:00,Welterweight,False,MALE,3,180.34,170.0,193.04,Orthodox,33,,182.88,170.0,193.04,Orthodox,24,,52.1667,0.478,,,0.5,0.167,,0.1667,,0.41,,,,,,,2,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,110.0,-130.0,,,,,,ufc_master,,,
a532316450e3,,2019-04-13,"Atlanta, Georgia, USA",,Boston Salmon,Khalid Taha,Khalid Taha,KO/TKO,1.0,0:25,Bantamweight,False,MALE,3,175.26,135.0,175.26,Southpaw,28,,165.1,135.0,175.26,Orthodox,27,,,,,,,,,,32.0,0.56,,,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-175.0,155.0,,,,,,ufc_master,,,
8840c06f39f5,,2019-04-13,"Atlanta, Georgia, USA",,Curtis Millender,Belal Muhammad,Belal Muhammad,DEC,3.0,5:00,Welterweight,False,MALE,3,187.96,170.0,193.04,Orthodox,31,,180.34,170.0,182.88,Orthodox,30,,43.5,0.343,,,0.25,0.25,,0.0,60.375,0.4,,,1.875,0.335,,0.125,3,1,0,0,1,1,0,2,5,3,0,0,1,1,0,4,135.0,-155.0,,,,,,ufc_master,,,
3c3d44da7844,,2019-04-13,"Atlanta, Georgia, USA",,Montel Jackson,Andre Soukhamthath,Montel Jackson,DEC,3.0,5:00,Bantamweight,False,MALE,3,177.8,135.0,190.5,Southpaw,26,,175.26,135.0,177.8,Orthodox,30,,26.0,0.53,,,1.0,0.5,,0.5,42.6,0.434,,,1.4,0.314,,0.2,1,1,0,1,0,0,1,0,2,3,0,1,0,1,0,1,-600.0,450.0,,,,,,ufc_master,,,
cfc8a509361e,,2019-04-13,"Atlanta, Georgia, USA",,Lauren Mueller,Poliana Botelho,Poliana Botelho,DEC,3.0,5:00,Women's Flyweight,False,FEMALE,3,165.1,125.0,170.18,Orthodox,27,,172.72,115.0,170.18,Orthodox,30,,37.5,0.38,,,1.0,0.5,,0.0,27.3333,0.54,,,0.3333,0.333,,0.0,1,1,0,0,1,0,0,1,2,1,0,0,1,1,0,1,145.0,-165.0,,,,,,ufc_master,,,
7698c72eede4,,2019-04-13,"Atlanta, Georgia, USA",,Brandon Davis,Randy Costa,Brandon Davis,SUB,2.0,1:12,Bantamweight,False,MALE,3,177.8,135.0,182.88,Orthodox,28,,175.26,135.0,185.42,Switch,24,,52.0,0.363,,,0.25,0.25,,0.0,,0.46,,,,,,,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,-190.0,165.0,,,,,,ufc_master,,,
d355e9c166e1,,2019-04-13,"Atlanta, Georgia, USA",,Wilson Reis,Alexandre Pantoja,Alexandre Pantoja,KO/TKO,1.0,2:58,Flyweight,False,MALE,3,162.56,125.0,165.1,Southpaw,34,,165.1,125.0,170.18,Orthodox,28,,22.5,0.321,,,4.1667,0.398,,0.5,51.6,0.462,,,0.6,0.466,,1.4,7,5,0,1,0,0,2,5,4,1,0,2,0,0,2,2,150.0,-170.0,,,,,,ufc_master,,,
59c6a2b8c58b,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Alistair Overeem,Aleksei Oleinik,Alistair Overeem,KO/TKO,1.0,4:45,Heavyweight,False,MALE,5,193.04,265.0,203.2,Orthodox,38,,187.96,240.0,203.2,Orthodox,41,,29.4667,0.689,,,0.2667,0.2,,0.2,17.25,0.451,,,1.125,0.221,,1.0,9,6,0,1,0,6,0,3,6,2,0,2,0,1,5,0,-245.0,205.0,,,,,,ufc_master,,,
bfcaa71af513,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Islam Makhachev,Arman Tsarukyan,Islam Makhachev,DEC,3.0,5:00,Lightweight,False,MALE,3,177.8,155.0,177.8,Orthodox,27,,170.18,155.0,182.88,Orthodox,22,,16.8333,0.525,,,2.1667,0.6,,0.6667,,0.4,,,,,,,5,1,0,4,0,1,2,2,0,0,0,0,0,0,0,0,-320.0,260.0,,,,,,ufc_master,,,
c42c747bc50e,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Sergei Pavlovich,Marcelo Golm,Sergei Pavlovich,KO/TKO,1.0,1:06,Heavyweight,False,MALE,3,190.5,257.0,213.36,Southpaw,26,,190.5,249.0,190.5,Orthodox,26,,13.0,0.4,,,0.0,0.0,,0.0,45.6667,0.6,,,0.3333,0.333,,0.3333,0,1,0,0,1,0,0,0,1,2,0,0,2,0,1,0,-300.0,250.0,,,,,,ufc_master,,,
5f61b6b0c4c5,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Roxanne Modafferi,Antonina Shevchenko,Roxanne Modafferi,DEC,3.0,5:00,Women's Flyweight,False,FEMALE,3,170.18,125.0,175.26,Orthodox,36,,172.72,125.0,170.18,Southpaw,34,,63.25,0.288,,,1.0,0.368,,0.25,66.0,0.49,,,2.0,1.0,,0.0,1,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,270.0,-330.0,,,,,,ufc_master,,,
b36fcbae64df,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Krzysztof Jotko,Alen Amedovski,Krzysztof Jotko,DEC,3.0,5:00,Middleweight,False,MALE,3,185.42,185.0,195.58,Southpaw,29,,177.8,185.0,187.96,Orthodox,31,,34.5,0.444,,,0.9,0.341,,0.1,,0.28,,,,,,,6,4,0,0,3,1,0,5,0,0,0,0,0,0,0,0,-230.0,190.0,,,,,,ufc_master,,,
9fd510dd9ffa,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Movsar Evloev,Seungwoo Choi,Movsar Evloev,,,,Featherweight,False,MALE,3,170.18,145.0,182.88,Orthodox,25,,182.88,145.0,187.96,Orthodox,26,,,,,,,,,,,0.42,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-440.0,350.0,,,,,,ufc_master,,,
44421be4bc3d,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Sultan Aliev,Keita Nakamura,Sultan Aliev,DEC,3.0,5:00,Welterweight,False,MALE,3,180.34,170.0,187.96,Orthodox,34,,180.34,170.0,185.42,Southpaw,34,,11.6667,0.52,,,1.0,0.33,,0.0,30.8,0.361,,,1.8,0.473,,0.4,1,2,0,0,1,0,0,1,4,6,0,1,0,0,2,2,-110.0,-110.0,,,,,,ufc_master,,,
cbac70516f82,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Alexander Yakovlev,Alex Da Silva,Alexander Yakovlev,SUB,2.0,3:10,Lightweight,False,MALE,3,190.5,155.0,187.96,Southpaw,34,,172.72,155.0,185.42,Orthodox,23,,23.0,0.523,,,1.0,0.4,,0.0,,,,,,,,,2,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,-150.0,130.0,,,,,,ufc_master,,,
c64709448be1,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Marcin Tybura,Shamil Abdurakhimov,Shamil Abdurakhimov,KO/TKO,2.0,3:15,Heavyweight,False,MALE,3,190.5,249.0,198.12,Orthodox,33,,190.5,235.0,193.04,Orthodox,37,,52.7143,0.537,,,1.5714,0.529,,0.1429,28.5,0.46,,,1.1667,0.163,,0.1667,4,3,0,1,0,2,0,2,4,2,0,2,0,1,0,3,-135.0,115.0,,,,,,ufc_master,,,
f97827204b17,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Gadzhimurad Antigulov,Michal Oleksiejczuk,Michal Oleksiejczuk,KO/TKO,1.0,0:44,Light Heavyweight,False,MALE,3,180.34,205.0,177.8,Orthodox,32,,182.88,205.0,187.96,Southpaw,24,,4.6667,0.387,,,1.6667,0.79,,0.6667,45.0,0.605,,,1.0,0.33,,0.0,2,1,0,0,1,0,2,0,1,1,0,1,0,1,0,0,180.0,-220.0,,,,,,ufc_master,,,
d7ba6c81f991,,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",,Magomed Mustafaev,Rafael Fiziev,Magomed Mustafaev,KO/TKO,1.0,1:26,Lightweight,False,MALE,3,172.72,155.0,180.34,Orthodox,30,,172.72,155.0,180.34,Switch,26,,18.6667,0.557,,,0.0,0.0,,0.3333,,0.5,,,,,,,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,120.0,-140.0,,,,,,ufc_master,,,
87ade49d2688,,2019-04-27,"Sunrise, Florida, USA",,Jacare Souza,Jack Hermansson,Jack Hermansson,DEC,5.0,5:00,Middleweight,False,MALE,5,185.42,185.0,182.88,Orthodox,39,,185.42,185.0,195.58,Orthodox,30,,26.8333,0.507,,,1.0833,0.303,,0.6667,30.875,0.514,,,1.0,0.52,,0.375,9,3,0,1,0,4,4,1,6,2,0,3,0,3,2,1,-225.0,185.0,,,,,,ufc_master,,,
60692fd4a7c9,,2019-04-27,"Sunrise, Florida, USA",,Greg Hardy,Dmitrii Smoliakov,Greg Hardy,KO/TKO,1.0,2:15,Heavyweight,False,MALE,3,195.58,265.0,203.2,Orthodox,30,,187.96,253.0,187.96,Switch,36,,29.0,0.45,,,0.0,0.0,,0.0,9.5,0.455,,,0.0,0.0,,0.0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,-290.0,245.0,,,,,,ufc_master,,,
3388c7fe9dca,,2019-04-27,"Sunrise, Florida, USA",,Alex Oliveira,Mike Perry,Mike Perry,DEC,3.0,5:00,Welterweight,False,MALE,3,180.34,170.0,193.04,Orthodox,31,,177.8,170.0,180.34,Orthodox,27,,26.8571,0.523,,,1.8571,0.268,,0.5,40.4444,0.49,,,0.5556,0.323,,0.0,9,5,0,0,1,4,3,2,5,4,0,0,1,4,0,1,-165.0,145.0,,,,,,ufc_master,,,
10d336e9b7f9,,2019-04-27,"Sunrise, Florida, USA",,Glover Teixeira,Ion Cutelaba,Glover Teixeira,SUB,2.0,3:37,Light Heavyweight,False,MALE,3,187.96,205.0,193.04,Orthodox,39,,185.42,205.0,190.5,Southpaw,25,,30.4375,0.457,,,1.3125,0.364,,0.5,42.6,0.502,,,1.2,0.17,,0.0,11,5,0,1,0,4,4,2,3,2,0,2,0,2,0,1,-120.0,100.0,,,,,,ufc_master,,,
a5dc76df3b07,,2019-04-27,"Sunrise, Florida, USA",,John Lineker,Cory Sandhagen,Cory Sandhagen,DEC,3.0,5:00,Bantamweight,False,MALE,3,160.02,135.0,170.18,Orthodox,28,,180.34,135.0,177.8,Switch,27,,60.2667,0.414,,,0.4,0.167,,0.4667,54.3333,0.477,,,0.6667,0.5,,0.6667,12,3,0,2,0,6,1,5,3,0,0,3,0,2,1,0,-155.0,135.0,,,,,,ufc_master,,,
