fight_id,event_name,event_date,location,venue,fighter1,fighter2,winner,method,round,time,weight_class,title_fight,gender,num_rounds,fighter1_height,fighter1_weight,fighter1_reach,fighter1_stance,fighter1_age,fighter1_dob,fighter2_height,fighter2_weight,fighter2_reach,fighter2_stance,fighter2_age,fighter2_dob,fighter1_sig_strikes_pm,fighter1_sig_strikes_acc,fighter1_sig_strikes_abs_pm,fighter1_sig_strikes_def,fighter1_takedown_avg,fighter1_takedown_acc,fighter1_takedown_def,fighter1_sub_avg,fighter2_sig_strikes_pm,fighter2_sig_strikes_acc,fighter2_sig_strikes_abs_pm,fighter2_sig_strikes_def,fighter2_takedown_avg,fighter2_takedown_acc,fighter2_takedown_def,fighter2_sub_avg,fighter1_wins,fighter1_losses,fighter1_draws,fighter1_win_streak,fighter1_lose_streak,fighter1_ko_wins,fighter1_sub_wins,fighter1_dec_wins,fighter2_wins,fighter2_losses,fighter2_draws,fighter2_win_streak,fighter2_lose_streak,fighter2_ko_wins,fighter2_sub_wins,fighter2_dec_wins,fighter1_odds,fighter2_odds,favorite,underdog,betting_outcome,fighter1_rank,fighter2_rank,data_source,ppv_buys,attendance,bonus_type
24c325cd27f4,UFC 1: The Beginning,1993-11-12,Denver CO,McNichols Sports Arena,Royce Gracie,Gerard Gordeau,Royce Gracie,SUB,1.0,1:44,Open Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ufc_fight_database,,,
e888d575a0c3,UFC 1: The Beginning,1993-11-12,Denver CO,McNichols Sports Arena,Gerard Gordeau,Teila Tuli,Gerard Gordeau,KO/TKO,1.0,0:26,Open Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ufc_fight_database,,,
b9cc4da1db4b,UFC 1: The Beginning,1993-11-12,Denver CO,McNichols Sports Arena,Kevin Rosier,Zane Frazier,Kevin Rosier,KO/TKO,1.0,4:20,Open Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ufc_fight_database,,,
9b27d5ad5818,UFC 1: The Beginning,1993-11-12,Denver CO,McNichols Sports Arena,Royce Gracie,Ken Shamrock,Royce Gracie,SUB,1.0,0:57,Open Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ufc_fight_database,,,
ae2252e0b488,UFC 1: The Beginning,1993-11-12,Denver CO,McNichols Sports Arena,Ken Shamrock,Patrick Smith,Ken Shamrock,SUB,1.0,1:49,Open Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ufc_fight_database,,,
417ef8855a35,UFC 1: The Beginning,1993-11-12,Denver CO,McNichols Sports Arena,Gerard Gordeau,Kevin Rosier,Gerard Gordeau,KO/TKO,1.0,0:59,Open Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ufc_fight_database,,,
81c63ec31863,UFC 1: The Beginning,1993-11-12,Denver CO,McNichols Sports Arena,Royce Gracie,Art Jimmerson,Royce Gracie,SUB,1.0,2:18,Open Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ufc_fight_database,,,
b353d2a334cf,UFC 2: No Way Out,1994-03-11,,,Royce Gracie,Patrick Smith,Royce Gracie,KO/TKO,1.0,,Open Weight,,,,185.42,79.3786,,Southpaw,,1966-12-12,187.96,102.0582,,Orthodox,,1963-08-28,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
01b43ced1a9b,UFC 2: No Way Out,1994-03-11,,,Royce Gracie,Remco Pardoel,Royce Gracie,SUB,1.0,,Open Weight,,,,185.42,79.3786,,Southpaw,,1966-12-12,190.5,117.93392,,Southpaw,,,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
0c7eb6bf21ad,UFC 2: No Way Out,1994-03-11,,,Patrick Smith,Johnny Rhodes,Patrick Smith,SUB,1.0,,Open Weight,,,,187.96,102.0582,,Orthodox,,1963-08-28,182.88,95.25432,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
254e03d3e883,UFC 2: No Way Out,1994-03-11,,,Remco Pardoel,Orlando Wiet,Remco Pardoel,KO/TKO,1.0,,Open Weight,,,,190.5,117.93392,,Southpaw,,,177.8,77.11064,,Southpaw,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
6a5f9d2ddfd7,UFC 2: No Way Out,1994-03-11,,,Johnny Rhodes,Fred Ettish,Johnny Rhodes,SUB,1.0,,Open Weight,,,,182.88,95.25432,,Orthodox,,,182.88,81.64656,,Southpaw,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
94a2e3964307,UFC 2: No Way Out,1994-03-11,,,Patrick Smith,Scott Morris,Patrick Smith,KO/TKO,1.0,,Open Weight,,,,187.96,102.0582,,Orthodox,,1963-08-28,177.8,95.25432,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
c913e62c54c0,UFC 2: No Way Out,1994-03-11,,,Royce Gracie,Jason DeLucia,Royce Gracie,SUB,1.0,,Open Weight,,,,185.42,79.3786,,Southpaw,,1966-12-12,180.34,86.18248,,Southpaw,,1969-07-24,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
87fdeae7ed01,UFC 2: No Way Out,1994-03-11,,,Jason DeLucia,Scott Baker,Jason DeLucia,SUB,1.0,,Open Weight,,,,180.34,86.18248,,Southpaw,,1969-07-24,182.88,95.25432,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
f16a1922741b,UFC 2: No Way Out,1994-03-11,,,Remco Pardoel,Alberta Cerra Leon,Remco Pardoel,SUB,1.0,,Open Weight,,,,190.5,117.93392,,Southpaw,,,172.72,107.954896,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
588a43f77cbb,UFC 2: No Way Out,1994-03-11,,,Orlando Wiet,Robert Lucarelli,Orlando Wiet,KO/TKO,1.0,,Open Weight,,,,177.8,77.11064,,Southpaw,,,187.96,111.13004,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
ccbcceb2cb49,UFC 2: No Way Out,1994-03-11,,,Scott Morris,Sean Daugherty,Scott Morris,SUB,1.0,,Open Weight,,,,177.8,95.25432,,Orthodox,,,182.88,79.3786,,,,1975-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
4df5a408ff72,UFC 2: No Way Out,1994-03-11,,,Frank Hamaker,Thaddeus Luster,Frank Hamaker,SUB,1.0,,Open Weight,,,,,,,,,,190.5,95.25432,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
2b3546f52c9a,UFC 2: No Way Out,1994-03-11,,,Johnny Rhodes,David Levicki,Johnny Rhodes,KO/TKO,1.0,,Open Weight,,,,182.88,95.25432,,Orthodox,,,195.58,124.7378,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
b4963b2c1537,UFC 2: No Way Out,1994-03-11,,,Patrick Smith,Ray Wizard,Patrick Smith,SUB,1.0,,Open Weight,,,,187.96,102.0582,,Orthodox,,1963-08-28,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
7bdbaac3c120,UFC 2: No Way Out,1994-03-11,,,Royce Gracie,Minoki Ichihara,Royce Gracie,SUB,1.0,,Open Weight,,,,185.42,79.3786,,Southpaw,,1966-12-12,170.18,80.739376,,Orthodox,,,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
9ba54cd0b735,UFC 3: The American Dream,1994-09-09,,,Steve Jennum,Harold Howard,Steve Jennum,KO/TKO,1.0,,Open Weight,,,,177.8,97.52228,,Orthodox,,,187.96,108.86208,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
059159883ce1,UFC 3: The American Dream,1994-09-09,,,Ken Shamrock,Felix Lee Mitchell,Ken Shamrock,SUB,1.0,,Open Weight,,,,185.42,92.98636,182.88,Orthodox,,1964-02-11,,,,Orthodox,,,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
b466534f9461,UFC 3: The American Dream,1994-09-09,,,Ken Shamrock,Christophe Leninger,Ken Shamrock,KO/TKO,1.0,,Open Weight,,,,185.42,92.98636,182.88,Orthodox,,1964-02-11,182.88,90.7184,,Southpaw,,,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
43aa2b7e1d58,UFC 3: The American Dream,1994-09-09,,,Harold Howard,Roland Payne,Harold Howard,KO/TKO,1.0,,Open Weight,,,,187.96,108.86208,,Orthodox,,,175.26,92.98636,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
492a986f45e4,UFC 3: The American Dream,1994-09-09,,,Keith Hackney,Emmanuel Yarborough,Keith Hackney,KO/TKO,1.0,,Open Weight,,,,180.34,90.7184,,Sideways,,,203.2,349.26584,,OpenStance,,1960-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
7ddc836308d7,UFC 3: The American Dream,1994-09-09,,,Royce Gracie,Kimo Leopoldo,Royce Gracie,SUB,1.0,,Open Weight,,,,185.42,79.3786,,Southpaw,,1966-12-12,190.5,106.59412,,Orthodox,,1968-01-05,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,0.76,0.83,2.12,0.3,4.55,1.0,0.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
48e0dfa73965,UFC 4: Revenge of the Warriors,1994-12-16,,,Royce Gracie,Keith Hackney,Royce Gracie,SUB,1.0,,Open Weight,,,,185.42,79.3786,,Southpaw,,1966-12-12,180.34,90.7184,,Sideways,,,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
17726576d7ae,UFC 4: Revenge of the Warriors,1994-12-16,,,Royce Gracie,Dan Severn,Royce Gracie,SUB,1.0,,Open Weight,,,,185.42,79.3786,,Southpaw,,1966-12-12,187.96,113.398,,Southpaw,,1958-06-08,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
e6c8a812a471,UFC 4: Revenge of the Warriors,1994-12-16,,,Dan Severn,Marcus Bossett,Dan Severn,SUB,1.0,,Open Weight,,,,187.96,113.398,,Southpaw,,1958-06-08,185.42,97.52228,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
4771eb3c737a,UFC 4: Revenge of the Warriors,1994-12-16,,,Dan Severn,Anthony Macias,Dan Severn,SUB,1.0,,Open Weight,,,,187.96,113.398,,Southpaw,,1958-06-08,175.26,83.91452,,Switch,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
fc2197159cee,UFC 4: Revenge of the Warriors,1994-12-16,,,Steve Jennum,Melton Bowen,Steve Jennum,SUB,1.0,,Open Weight,,,,177.8,97.52228,,Orthodox,,,182.88,102.0582,,Orthodox,,1969-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
45b02f35f4e3,UFC 4: Revenge of the Warriors,1994-12-16,,,Keith Hackney,Joe Son,Keith Hackney,SUB,1.0,,Open Weight,,,,180.34,90.7184,,Sideways,,,162.56,107.047712,,Orthodox,,1970-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
2863d5b0765a,UFC 4: Revenge of the Warriors,1994-12-16,,,Royce Gracie,Ron van Clief,Royce Gracie,SUB,1.0,,Open Weight,,,,185.42,79.3786,,Southpaw,,1966-12-12,177.8,86.18248,,Orthodox,,1943-01-25,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
4ee66769dc8f,UFC 4: Revenge of the Warriors,1994-12-16,,,Guy Mezger,Jason Fairn,Guy Mezger,KO/TKO,1.0,,Open Weight,,,,185.42,90.7184,,Orthodox,,1968-01-01,185.42,104.32616,,,,,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
8a27b47a922b,UFC 4: Revenge of the Warriors,1994-12-16,,,Marcus Bossett,Eldo Xavier Dias,Marcus Bossett,KO/TKO,1.0,,Open Weight,,,,185.42,97.52228,,Orthodox,,,180.34,81.64656,,,,1964-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
6b33cd312231,UFC 4: Revenge of the Warriors,1994-12-16,,,Joe Charles,Kevin Rosier,Joe Charles,SUB,1.0,,Open Weight,,,,185.42,117.93392,,Southpaw,,,193.04,124.7378,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
34abbe3542a6,UFC 5: The Return of the Beast,1995-04-07,,,Dan Severn,Dave Beneteau,Dan Severn,SUB,1.0,,Open Weight,,,,187.96,113.398,,Southpaw,,1958-06-08,187.96,113.398,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
63415bfd8573,UFC 5: The Return of the Beast,1995-04-07,,,Ken Shamrock,Royce Gracie,Draw,other,2.0,,Open Weight,,,,185.42,92.98636,182.88,Orthodox,,1964-02-11,185.42,79.3786,,Southpaw,,1966-12-12,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
83dd99371016,UFC 5: The Return of the Beast,1995-04-07,,,Dan Severn,Oleg Taktarov,Dan Severn,KO/TKO,1.0,,Open Weight,,,,187.96,113.398,,Southpaw,,1958-06-08,182.88,95.25432,,Orthodox,,1967-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
61bbe7aa64c5,UFC 5: The Return of the Beast,1995-04-07,,,Dave Beneteau,Todd Medina,Dave Beneteau,KO/TKO,1.0,,Open Weight,,,,187.96,113.398,,Orthodox,,,177.8,87.543256,,Southpaw,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
0741603511b3,UFC 5: The Return of the Beast,1995-04-07,,,Dan Severn,Joe Charles,Dan Severn,SUB,1.0,,Open Weight,,,,187.96,113.398,,Southpaw,,1958-06-08,185.42,117.93392,,Southpaw,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
099144a85e38,UFC 5: The Return of the Beast,1995-04-07,,,Oleg Taktarov,Ernie Verdicia,Oleg Taktarov,SUB,1.0,,Open Weight,,,,182.88,95.25432,,Orthodox,,1967-08-26,180.34,90.264808,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
5a5e2a79493d,UFC 5: The Return of the Beast,1995-04-07,,,Todd Medina,Larry Cureton,Todd Medina,SUB,1.0,,Open Weight,,,,177.8,87.543256,,Southpaw,,,187.96,108.86208,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
d2a88d6efabb,UFC 5: The Return of the Beast,1995-04-07,,,Jon Hess,Andy Anderson,Jon Hess,KO/TKO,1.0,,Open Weight,,,,200.66,133.80964,,,,,167.64,108.86208,,,,1974-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
7aa2b3a10d9f,UFC 5: The Return of the Beast,1995-04-07,,,Guy Mezger,John Dowdy,Guy Mezger,KO/TKO,1.0,,Open Weight,,,,185.42,90.7184,,Orthodox,,1968-01-01,,,,,,,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
2820ac1975dd,UFC 5: The Return of the Beast,1995-04-07,,,Dave Beneteau,Asbel Cancio,Dave Beneteau,KO/TKO,1.0,,Open Weight,,,,187.96,113.398,,Orthodox,,,177.8,102.0582,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
258e19015962,UFC 6: Clash of the Titans,1995-07-14,,,Oleg Taktarov,David Abbott,Oleg Taktarov,SUB,1.0,,Open Weight,,,,182.88,95.25432,,Orthodox,,1967-08-26,182.88,120.20188,,Switch,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
3bdbc4ef7457,UFC 6: Clash of the Titans,1995-07-14,,,Ken Shamrock,Dan Severn,Ken Shamrock,SUB,1.0,,Open Weight,,,,185.42,92.98636,182.88,Orthodox,,1964-02-11,187.96,113.398,,Southpaw,,1958-06-08,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
da5ac55db940,UFC 6: Clash of the Titans,1995-07-14,,,Oleg Taktarov,Anthony Macias,Oleg Taktarov,SUB,1.0,,Open Weight,,,,182.88,95.25432,,Orthodox,,1967-08-26,175.26,83.91452,,Switch,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
2cc9f7001916,UFC 6: Clash of the Titans,1995-07-14,,,David Abbott,Paul Varelans,David Abbott,KO/TKO,1.0,,Open Weight,,,,182.88,120.20188,,Switch,,,203.2,136.0776,,Orthodox,,,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
cd920dfb010d,UFC 6: Clash of the Titans,1995-07-14,,,Joel Sutton,Jack McGlaughlin,Joel Sutton,KO/TKO,1.0,,Open Weight,,,,180.34,92.98636,,Orthodox,,,,,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
72149d3878a8,UFC 6: Clash of the Titans,1995-07-14,,,Patrick Smith,Rudyard Moncayo,Patrick Smith,SUB,1.0,,Open Weight,,,,187.96,102.0582,,Orthodox,,1963-08-28,177.8,88.45044,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
c41e14eba6d2,UFC 6: Clash of the Titans,1995-07-14,,,Paul Varelans,Cal Worsham,Paul Varelans,KO/TKO,1.0,,Open Weight,,,,203.2,136.0776,,Orthodox,,,180.34,104.32616,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
58f1dcff23f6,UFC 6: Clash of the Titans,1995-07-14,,,David Abbott,John Matua,David Abbott,KO/TKO,1.0,,Open Weight,,,,182.88,120.20188,,Switch,,,187.96,181.4368,,Orthodox,,,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
c54e93e215f6,UFC 6: Clash of the Titans,1995-07-14,,,Anthony Macias,He-Man Gipson,Anthony Macias,KO/TKO,1.0,,Open Weight,,,,175.26,83.91452,,Switch,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
e0091a47912c,UFC 6: Clash of the Titans,1995-07-14,,,Oleg Taktarov,Dave Beneteau,Oleg Taktarov,SUB,1.0,,Open Weight,,,,182.88,95.25432,,Orthodox,,1967-08-26,187.96,113.398,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
d6e4da77390f,UFC 7: The Brawl in Buffalo,1995-09-08,,,Marco Ruas,Remco Pardoel,Marco Ruas,SUB,1.0,,Open Weight,,,,185.42,95.25432,,Orthodox,,1961-01-23,190.5,117.93392,,Southpaw,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
8325969e3d59,UFC 7: The Brawl in Buffalo,1995-09-08,,,Marco Ruas,Paul Varelans,Marco Ruas,KO/TKO,1.0,,Open Weight,,,,185.42,95.25432,,Orthodox,,1961-01-23,203.2,136.0776,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
7f771a08e14d,UFC 7: The Brawl in Buffalo,1995-09-08,,,Ken Shamrock,Oleg Taktarov,Draw,other,2.0,,Open Weight,,,,185.42,92.98636,182.88,Orthodox,,1964-02-11,182.88,95.25432,,Orthodox,,1967-08-26,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
a4de6fafbdd5,UFC 7: The Brawl in Buffalo,1995-09-08,,,Marco Ruas,Larry Cureton,Marco Ruas,SUB,1.0,,Open Weight,,,,185.42,95.25432,,Orthodox,,1961-01-23,187.96,108.86208,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
6e30a9c6a892,UFC 7: The Brawl in Buffalo,1995-09-08,,,Paul Varelans,Mark Hall,Paul Varelans,SUB,1.0,,Open Weight,,,,203.2,136.0776,,Orthodox,,,182.88,86.18248,,Orthodox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,comprehensive_ufc_data,,,
